order_id,order_date,product_name,category,sub_category,region,city,channel,customer_segment,sales,profit,quantity,discount
RI-10642,2024-02-06,Supply Kit Pro,Office Supplies,Paper,South,Houston,Retail,Home Office,100.8,13.98,2,0.057
RI-10643,2024-02-06,Business Binder Pack,Office Supplies,Binders,West,San Francisco,Online,Home Office,34.56,5.18,1,0.0
RI-10644,2024-02-06,Portable Desk Hub,Technology,Computing,East,Philadelphia,Retail,Consumer,164.89,33.55,1,0.03
RI-10645,2024-02-06,Conference Storage Unit,Furniture,Storage,West,San Francisco,Online,Consumer,1044.37,245.9,3,0.081
RI-10646,2024-02-07,Supply Kit Pro,Office Supplies,Paper,East,Boston,Online,Consumer,219.86,30.85,4,0.054
RI-10647,2024-02-07,Conference Storage Unit,Furniture,Storage,East,Philadelphia,Online,Consumer,1034.76,269.81,3,0.035
RI-10648,2024-02-07,Executive Desk,Furniture,Desks,West,San Francisco,Wholesale,Corporate,815.01,227.39,2,0.02
RI-10649,2024-02-07,Executive Desk,Furniture,Desks,East,Philadelphia,Retail,Consumer,1105.86,296.7,3,0.094
RI-10650,2024-02-07,Ergo Office Chair,Furniture,Office Seating,East,Boston,Retail,Corporate,871.06,279.57,3,0.071
RI-10651,2024-02-07,Supply Kit Pro,Office Supplies,Paper,West,Los Angeles,Online,Consumer,122.56,13.35,2,0.111
RI-10652,2024-02-07,Wireless Dock Station,Technology,Accessories,South,Miami,Wholesale,Home Office,435.28,57.04,3,0.089
RI-10653,2024-02-07,Wireless Dock Station,Technology,Accessories,East,Philadelphia,Online,Consumer,544.6,82.92,4,0.105
RI-10654,2024-02-07,Supply Kit Pro,Office Supplies,Paper,West,Seattle,Wholesale,Consumer,244.67,21.6,4,0.094
RI-10655,2024-02-07,Executive Desk,Furniture,Desks,East,Boston,Online,Home Office,377.94,91.84,1,0.14
RI-10656,2024-02-07,Mobile Organizer,Accessories,Travel,West,Seattle,Online,Corporate,58.48,7.61,1,0.127
RI-10657,2024-02-07,Supply Kit Pro,Office Supplies,Paper,East,Philadelphia,Online,Consumer,54.78,7.69,1,0.054
RI-10658,2024-02-07,Archive Drawer Basic,Accessories,Storage,East,Boston,Retail,Consumer,90.26,11.33,1,0.099
RI-10659,2024-02-07,Portable Desk Hub,Technology,Computing,East,Philadelphia,Wholesale,Consumer,294.68,42.38,2,0.084
RI-10660,2024-02-07,Business Binder Pack,Office Supplies,Binders,West,Seattle,Retail,Consumer,32.86,3.92,1,0.056
RI-10661,2024-02-07,Signature Pen Set,Office Supplies,Writing,East,Philadelphia,Online,Consumer,137.44,21.31,3,0.009
RI-10662,2024-02-07,Mobile Organizer,Accessories,Travel,Central,Denver,Retail,Corporate,199.67,22.8,4,0.156
RI-10663,2024-02-07,Portable Desk Hub,Technology,Computing,West,Los Angeles,Wholesale,Corporate,188.96,25.61,1,0.099
RI-10664,2024-02-08,Supply Kit Pro,Office Supplies,Paper,Central,Dallas,Wholesale,Consumer,239.36,15.87,5,0.134
RI-10665,2024-02-08,Ergo Office Chair,Furniture,Office Seating,East,Philadelphia,Online,Consumer,523.15,159.27,2,0.101
RI-10666,2024-02-08,Wireless Dock Station,Technology,Accessories,West,Seattle,Wholesale,Home Office,123.94,14.2,1,0.119
RI-10667,2024-02-08,Wireless Dock Station,Technology,Accessories,South,Miami,Online,Consumer,116.66,21.03,1,0.054
RI-10668,2024-02-08,Supply Kit Pro,Office Supplies,Paper,East,Boston,Wholesale,Consumer,175.93,18.92,4,0.059
RI-10669,2024-02-08,Archive Drawer Basic,Accessories,Storage,West,San Francisco,Online,Corporate,82.81,7.48,1,0.163
RI-10670,2024-02-08,Portable Desk Hub,Technology,Computing,Central,Dallas,Online,Consumer,1090.87,225.59,6,0.024
RI-10671,2024-02-08,UltraWide Monitor,Technology,Displays,Central,Chicago,Online,Corporate,287.37,64.23,1,0.03
RI-10672,2024-02-08,Business Binder Pack,Office Supplies,Binders,South,Miami,Online,Consumer,30.66,3.87,1,0.043
RI-10673,2024-02-08,Wireless Dock Station,Technology,Accessories,East,Boston,Online,Consumer,359.96,51.83,3,0.12
RI-10674,2024-02-08,Ergo Office Chair,Furniture,Office Seating,East,Boston,Wholesale,Corporate,598.11,182.24,2,0.046
RI-10675,2024-02-08,Business Binder Pack,Office Supplies,Binders,South,Atlanta,Online,Consumer,86.68,8.19,3,0.101
RI-10676,2024-02-08,Conference Storage Unit,Furniture,Storage,West,Los Angeles,Online,Consumer,382.54,92.59,1,0.069
RI-10677,2024-02-08,Ergo Office Chair,Furniture,Office Seating,West,Los Angeles,Online,Home Office,1209.5,366.24,5,0.104
RI-10678,2024-02-08,UltraWide Monitor,Technology,Displays,West,Seattle,Online,Consumer,316.46,70.21,1,0.033
RI-10679,2024-02-08,Executive Desk,Furniture,Desks,East,Philadelphia,Online,Consumer,363.46,91.32,1,0.125
RI-10680,2024-02-08,Archive Drawer Basic,Accessories,Storage,East,Boston,Online,Corporate,274.0,28.22,3,0.14
RI-10681,2024-02-08,Wireless Dock Station,Technology,Accessories,Central,Chicago,Online,Consumer,137.13,28.12,1,0.009
RI-10682,2024-02-08,Supply Kit Pro,Office Supplies,Paper,West,San Francisco,Online,Home Office,114.37,13.59,2,0.093
RI-10683,2024-02-08,Signature Pen Set,Office Supplies,Writing,Central,Dallas,Retail,Consumer,76.74,8.02,2,0.101
RI-10684,2024-02-08,Supply Kit Pro,Office Supplies,Paper,West,Los Angeles,Wholesale,Consumer,46.95,3.11,1,0.134
RI-10685,2024-02-08,Archive Drawer Basic,Accessories,Storage,East,Boston,Wholesale,Home Office,340.59,33.11,4,0.096
RI-10686,2024-02-08,Supply Kit Pro,Office Supplies,Paper,Central,Denver,Online,Corporate,224.5,32.11,5,0.049
RI-10687,2024-02-08,UltraWide Monitor,Technology,Displays,West,Los Angeles,Retail,Corporate,325.05,78.01,1,0.0
RI-10688,2024-02-08,Wireless Dock Station,Technology,Accessories,South,Atlanta,Retail,Corporate,307.36,59.14,2,0.032
RI-10689,2024-02-08,Portable Desk Hub,Technology,Computing,West,Los Angeles,Retail,Corporate,188.69,33.62,1,0.076
RI-10690,2024-02-09,UltraWide Monitor,Technology,Displays,West,Seattle,Online,Corporate,678.9,131.2,2,0.085
RI-10691,2024-02-09,Archive Drawer Basic,Accessories,Storage,East,Philadelphia,Online,Corporate,342.95,48.53,4,0.07
RI-10692,2024-02-09,Executive Desk,Furniture,Desks,Central,Chicago,Wholesale,Consumer,677.02,171.01,2,0.068
RI-10693,2024-02-09,Portable Desk Hub,Technology,Computing,West,Seattle,Retail,Corporate,604.83,113.77,3,0.058
RI-10694,2024-02-09,Portable Desk Hub,Technology,Computing,West,Seattle,Wholesale,Corporate,150.98,18.22,1,0.126
RI-10695,2024-02-09,Signature Pen Set,Office Supplies,Writing,Central,Denver,Wholesale,Corporate,108.6,8.26,3,0.098
RI-10696,2024-02-09,Archive Drawer Basic,Accessories,Storage,Central,Chicago,Online,Consumer,305.68,40.23,4,0.088
RI-10697,2024-02-09,Executive Desk,Furniture,Desks,South,Houston,Wholesale,Consumer,1128.95,252.26,3,0.121
RI-10698,2024-02-09,Executive Desk,Furniture,Desks,South,Miami,Online,Corporate,1132.9,340.1,3,0.036
RI-10699,2024-02-09,Signature Pen Set,Office Supplies,Writing,West,Seattle,Online,Corporate,117.73,17.67,3,0.018
RI-10700,2024-02-09,Signature Pen Set,Office Supplies,Writing,West,Los Angeles,Online,Corporate,217.92,31.15,5,0.031
RI-10701,2024-02-09,Mobile Organizer,Accessories,Travel,East,New York,Online,Consumer,63.65,10.31,1,0.069
RI-10702,2024-02-09,Business Binder Pack,Office Supplies,Binders,West,Seattle,Online,Consumer,52.93,2.73,2,0.179
RI-10703,2024-02-09,Executive Desk,Furniture,Desks,West,Seattle,Online,Corporate,466.78,138.59,1,0.042
RI-10704,2024-02-09,Wireless Dock Station,Technology,Accessories,West,Los Angeles,Wholesale,Consumer,320.09,42.65,2,0.085
RI-10705,2024-02-09,Signature Pen Set,Office Supplies,Writing,West,Los Angeles,Retail,Home Office,173.1,15.41,4,0.129
RI-10706,2024-02-10,Business Binder Pack,Office Supplies,Binders,East,Philadelphia,Retail,Consumer,140.14,18.86,4,0.028
RI-10707,2024-02-10,Executive Desk,Furniture,Desks,West,Seattle,Wholesale,Corporate,2605.68,622.37,6,0.093
RI-10708,2024-02-10,UltraWide Monitor,Technology,Displays,East,Philadelphia,Online,Consumer,515.43,72.39,2,0.181
RI-10709,2024-02-10,Mobile Organizer,Accessories,Travel,East,New York,Retail,Consumer,50.48,5.79,1,0.155
RI-10710,2024-02-10,Executive Desk,Furniture,Desks,Central,Chicago,Online,Home Office,1512.76,409.2,4,0.09
RI-10711,2024-02-10,Executive Desk,Furniture,Desks,Central,Dallas,Wholesale,Consumer,1085.86,267.72,3,0.079
RI-10712,2024-02-10,Wireless Dock Station,Technology,Accessories,Central,Chicago,Wholesale,Consumer,105.32,11.83,1,0.123
RI-10713,2024-02-10,Archive Drawer Basic,Accessories,Storage,South,Miami,Online,Consumer,243.19,32.54,3,0.084
RI-10714,2024-02-10,Conference Storage Unit,Furniture,Storage,East,Philadelphia,Wholesale,Consumer,1990.96,368.53,6,0.118
RI-10715,2024-02-10,Portable Desk Hub,Technology,Computing,West,Seattle,Online,Corporate,680.81,93.99,4,0.149
RI-10716,2024-02-10,UltraWide Monitor,Technology,Displays,Central,Dallas,Retail,Consumer,653.98,121.35,2,0.099
RI-10717,2024-02-10,Executive Desk,Furniture,Desks,South,Houston,Online,Consumer,681.15,214.6,2,0.009
RI-10718,2024-02-10,Business Binder Pack,Office Supplies,Binders,East,New York,Wholesale,Consumer,33.81,2.03,1,0.109
RI-10719,2024-02-10,Portable Desk Hub,Technology,Computing,South,Miami,Online,Home Office,531.49,90.03,3,0.092
RI-10720,2024-02-11,Mobile Organizer,Accessories,Travel,East,Boston,Retail,Corporate,123.64,14.8,2,0.146
RI-10721,2024-02-11,Supply Kit Pro,Office Supplies,Paper,Central,Chicago,Online,Consumer,109.82,17.46,2,0.02
RI-10722,2024-02-11,Archive Drawer Basic,Accessories,Storage,East,Boston,Online,Corporate,94.36,9.2,1,0.15
RI-10723,2024-02-11,Executive Desk,Furniture,Desks,West,Los Angeles,Online,Corporate,427.84,124.91,1,0.051
RI-10724,2024-02-11,Executive Desk,Furniture,Desks,West,Los Angeles,Online,Home Office,457.58,127.05,1,0.077
RI-10725,2024-02-11,Business Binder Pack,Office Supplies,Binders,South,Miami,Retail,Consumer,35.14,4.58,1,0.036
RI-10726,2024-02-11,Mobile Organizer,Accessories,Travel,Central,Denver,Online,Corporate,175.27,22.43,3,0.131
RI-10727,2024-02-11,Supply Kit Pro,Office Supplies,Paper,West,Los Angeles,Retail,Home Office,123.27,12.82,2,0.12
RI-10728,2024-02-11,Supply Kit Pro,Office Supplies,Paper,West,Seattle,Wholesale,Home Office,120.17,12.79,2,0.061
RI-10729,2024-02-11,Supply Kit Pro,Office Supplies,Paper,East,New York,Online,Corporate,56.1,7.9,1,0.053
RI-10730,2024-02-11,Conference Storage Unit,Furniture,Storage,East,Philadelphia,Wholesale,Corporate,335.26,78.1,1,0.031
RI-10731,2024-02-11,Business Binder Pack,Office Supplies,Binders,Central,Denver,Retail,Corporate,99.44,12.18,3,0.05
RI-10732,2024-02-11,UltraWide Monitor,Technology,Displays,West,San Francisco,Online,Consumer,343.1,74.23,1,0.043
RI-10733,2024-02-11,Business Binder Pack,Office Supplies,Binders,West,San Francisco,Online,Corporate,88.76,9.36,3,0.081
RI-10734,2024-02-12,Conference Storage Unit,Furniture,Storage,South,Houston,Online,Corporate,630.36,136.98,2,0.114
RI-10735,2024-02-12,Archive Drawer Basic,Accessories,Storage,Central,Chicago,Retail,Consumer,81.89,10.73,1,0.089
RI-10736,2024-02-12,Conference Storage Unit,Furniture,Storage,Central,Chicago,Online,Home Office,961.06,257.47,3,0.022
RI-10737,2024-02-12,Task Lamp Mini,Accessories,Lighting,East,Boston,Online,Home Office,74.03,12.44,1,0.04
RI-10738,2024-02-12,UltraWide Monitor,Technology,Displays,South,Houston,Online,Consumer,541.5,95.41,2,0.116
RI-10739,2024-02-12,Ergo Office Chair,Furniture,Office Seating,West,Los Angeles,Wholesale,Corporate,256.14,77.34,1,0.051
RI-10740,2024-02-12,Signature Pen Set,Office Supplies,Writing,East,Philadelphia,Online,Home Office,171.03,23.51,4,0.041
RI-10741,2024-02-12,Executive Desk,Furniture,Desks,West,Los Angeles,Retail,Consumer,2375.95,757.69,5,0.002
RI-10742,2024-02-12,Supply Kit Pro,Office Supplies,Paper,Central,Denver,Retail,Home Office,152.78,14.96,3,0.131
RI-10743,2024-02-12,Task Lamp Mini,Accessories,Lighting,South,Atlanta,Online,Corporate,60.59,6.88,1,0.139
RI-10744,2024-02-12,Signature Pen Set,Office Supplies,Writing,South,Atlanta,Retail,Consumer,181.6,18.77,5,0.103
RI-10745,2024-02-12,Archive Drawer Basic,Accessories,Storage,Central,Denver,Online,Home Office,241.89,25.98,3,0.132
RI-10746,2024-02-12,UltraWide Monitor,Technology,Displays,Central,Denver,Retail,Corporate,1245.89,228.43,4,0.103
RI-10747,2024-02-13,Executive Desk,Furniture,Desks,East,Boston,Online,Consumer,2257.5,722.4,5,0.0
RI-10748,2024-02-13,UltraWide Monitor,Technology,Displays,Central,Chicago,Online,Corporate,966.37,189.41,4,0.08
RI-10749,2024-02-13,Supply Kit Pro,Office Supplies,Paper,West,Seattle,Retail,Corporate,189.59,20.24,3,0.115
RI-10750,2024-02-13,Mobile Organizer,Accessories,Travel,East,New York,Wholesale,Consumer,181.4,20.66,3,0.102
RI-10751,2024-02-13,Task Lamp Mini,Accessories,Lighting,East,Philadelphia,Retail,Consumer,71.13,10.27,1,0.083
RI-10752,2024-02-13,Supply Kit Pro,Office Supplies,Paper,South,Miami,Retail,Consumer,94.14,9.27,2,0.13
RI-10753,2024-02-13,Supply Kit Pro,Office Supplies,Paper,East,Boston,Retail,Home Office,53.05,6.65,1,0.081
RI-10754,2024-02-13,Ergo Office Chair,Furniture,Office Seating,Central,Denver,Retail,Corporate,922.72,270.26,4,0.122
RI-10755,2024-02-13,UltraWide Monitor,Technology,Displays,East,Boston,Wholesale,Corporate,300.21,38.44,1,0.149
RI-10756,2024-02-13,Business Binder Pack,Office Supplies,Binders,West,Los Angeles,Retail,Corporate,114.92,10.1,3,0.113
RI-10757,2024-02-13,Business Binder Pack,Office Supplies,Binders,East,New York,Wholesale,Corporate,61.83,3.68,2,0.11
RI-10758,2024-02-13,Portable Desk Hub,Technology,Computing,West,San Francisco,Retail,Corporate,842.63,166.84,4,0.04
RI-10759,2024-02-13,Executive Desk,Furniture,Desks,Central,Denver,Wholesale,Consumer,420.32,108.72,1,0.057
RI-10760,2024-02-14,Supply Kit Pro,Office Supplies,Paper,West,Los Angeles,Retail,Consumer,179.75,30.56,3,0.0
RI-10761,2024-02-14,Portable Desk Hub,Technology,Computing,South,Houston,Online,Consumer,427.4,79.22,3,0.063
RI-10762,2024-02-14,Executive Desk,Furniture,Desks,West,Los Angeles,Online,Corporate,409.73,100.24,1,0.137
RI-10763,2024-02-14,Portable Desk Hub,Technology,Computing,West,Seattle,Wholesale,Corporate,195.92,29.25,1,0.074
RI-10764,2024-02-14,Task Lamp Mini,Accessories,Lighting,West,Los Angeles,Wholesale,Corporate,152.31,19.51,2,0.058
RI-10765,2024-02-14,Signature Pen Set,Office Supplies,Writing,West,San Francisco,Retail,Consumer,171.81,21.54,4,0.063
RI-10766,2024-02-14,Signature Pen Set,Office Supplies,Writing,East,Philadelphia,Wholesale,Corporate,114.01,7.99,3,0.109
RI-10767,2024-02-14,Mobile Organizer,Accessories,Travel,West,Seattle,Online,Consumer,125.7,20.3,2,0.07
RI-10768,2024-02-14,Task Lamp Mini,Accessories,Lighting,East,Boston,Online,Consumer,188.21,22.61,3,0.127
RI-10769,2024-02-14,Executive Desk,Furniture,Desks,South,Miami,Wholesale,Consumer,2369.8,648.14,6,0.03
RI-10770,2024-02-14,Portable Desk Hub,Technology,Computing,West,Los Angeles,Retail,Consumer,344.21,65.12,2,0.056
RI-10771,2024-02-14,Business Binder Pack,Office Supplies,Binders,Central,Denver,Wholesale,Consumer,29.03,2.65,1,0.052
RI-10772,2024-02-14,UltraWide Monitor,Technology,Displays,Central,Chicago,Online,Corporate,621.91,129.08,2,0.059
RI-10773,2024-02-14,Business Binder Pack,Office Supplies,Binders,East,New York,Retail,Consumer,27.37,3.05,1,0.07
RI-10774,2024-02-14,Portable Desk Hub,Technology,Computing,Central,Chicago,Online,Corporate,184.58,38.07,1,0.025
RI-10775,2024-02-14,UltraWide Monitor,Technology,Displays,West,Los Angeles,Wholesale,Home Office,291.1,48.64,1,0.078
RI-10776,2024-02-14,Executive Desk,Furniture,Desks,Central,Dallas,Online,Corporate,1565.67,400.26,4,0.117
RI-10777,2024-02-14,UltraWide Monitor,Technology,Displays,West,Seattle,Wholesale,Corporate,330.08,68.05,1,0.007
RI-10778,2024-02-14,Archive Drawer Basic,Accessories,Storage,Central,Dallas,Online,Corporate,332.15,30.56,4,0.16
RI-10779,2024-02-14,Wireless Dock Station,Technology,Accessories,West,Seattle,Online,Consumer,323.53,56.2,2,0.066
RI-10780,2024-02-14,Signature Pen Set,Office Supplies,Writing,South,Houston,Retail,Corporate,32.57,3.76,1,0.081
RI-10781,2024-02-14,Ergo Office Chair,Furniture,Office Seating,West,Seattle,Retail,Home Office,1694.97,552.39,6,0.062
RI-10782,2024-02-15,Executive Desk,Furniture,Desks,South,Miami,Online,Consumer,708.95,156.68,2,0.18
RI-10783,2024-02-15,Archive Drawer Basic,Accessories,Storage,South,Atlanta,Online,Consumer,151.08,18.64,2,0.103
RI-10784,2024-02-15,Mobile Organizer,Accessories,Travel,East,New York,Online,Consumer,59.79,9.06,1,0.088
RI-10785,2024-02-15,Wireless Dock Station,Technology,Accessories,East,New York,Online,Consumer,143.05,24.38,1,0.072
RI-10786,2024-02-15,Task Lamp Mini,Accessories,Lighting,South,Miami,Retail,Consumer,74.05,10.49,1,0.088
RI-10787,2024-02-15,Task Lamp Mini,Accessories,Lighting,East,Philadelphia,Online,Consumer,341.85,40.51,5,0.13
RI-10788,2024-02-15,Conference Storage Unit,Furniture,Storage,South,Atlanta,Retail,Corporate,602.52,161.42,2,0.022
RI-10789,2024-02-15,Conference Storage Unit,Furniture,Storage,West,San Francisco,Online,Consumer,1707.56,478.12,4,0.0
RI-10790,2024-02-15,UltraWide Monitor,Technology,Displays,Central,Dallas,Online,Consumer,1024.17,245.8,3,0.0
RI-10791,2024-02-15,UltraWide Monitor,Technology,Displays,West,San Francisco,Retail,Consumer,555.21,96.91,2,0.119
RI-10792,2024-02-15,Task Lamp Mini,Accessories,Lighting,East,Boston,Wholesale,Home Office,68.5,3.61,1,0.195
RI-10793,2024-02-15,Ergo Office Chair,Furniture,Office Seating,East,Boston,Wholesale,Consumer,793.6,231.33,3,0.07
RI-10794,2024-02-15,Task Lamp Mini,Accessories,Lighting,West,San Francisco,Online,Consumer,224.51,38.95,3,0.03
RI-10795,2024-02-15,Portable Desk Hub,Technology,Computing,West,Los Angeles,Retail,Consumer,183.09,33.03,1,0.072
RI-10796,2024-02-15,Portable Desk Hub,Technology,Computing,East,New York,Online,Home Office,167.38,30.93,1,0.064
RI-10797,2024-02-15,Conference Storage Unit,Furniture,Storage,West,Los Angeles,Retail,Corporate,1151.0,273.54,3,0.077
RI-10798,2024-02-15,Archive Drawer Basic,Accessories,Storage,Central,Chicago,Wholesale,Corporate,169.3,16.92,2,0.091
RI-10799,2024-02-15,Executive Desk,Furniture,Desks,East,Boston,Online,Home Office,981.82,243.44,3,0.131
RI-10800,2024-02-15,Supply Kit Pro,Office Supplies,Paper,South,Atlanta,Retail,Corporate,112.68,18.23,2,0.015
RI-10801,2024-02-15,Mobile Organizer,Accessories,Travel,East,Boston,Online,Consumer,390.66,52.99,6,0.117
RI-10802,2024-02-15,UltraWide Monitor,Technology,Displays,East,Boston,Online,Corporate,1124.69,203.74,4,0.107
RI-10803,2024-02-15,Signature Pen Set,Office Supplies,Writing,Central,Chicago,Retail,Corporate,162.62,19.13,4,0.077
RI-10804,2024-02-15,Wireless Dock Station,Technology,Accessories,West,San Francisco,Online,Corporate,177.89,35.4,1,0.02
RI-10805,2024-02-15,Supply Kit Pro,Office Supplies,Paper,East,New York,Online,Consumer,179.98,23.87,3,0.068
RI-10806,2024-02-15,Ergo Office Chair,Furniture,Office Seating,South,Houston,Online,Corporate,533.05,161.11,2,0.105
RI-10807,2024-02-15,Executive Desk,Furniture,Desks,East,Boston,Online,Consumer,899.48,281.4,2,0.013
RI-10808,2024-02-15,Executive Desk,Furniture,Desks,East,Philadelphia,Online,Corporate,309.42,67.87,1,0.183
RI-10809,2024-02-16,Task Lamp Mini,Accessories,Lighting,West,Seattle,Online,Consumer,188.28,15.99,3,0.191
RI-10810,2024-02-16,Business Binder Pack,Office Supplies,Binders,West,Seattle,Online,Corporate,34.44,2.68,1,0.131
RI-10811,2024-02-16,Mobile Organizer,Accessories,Travel,Central,Chicago,Wholesale,Consumer,104.49,7.02,2,0.187
RI-10812,2024-02-16,Archive Drawer Basic,Accessories,Storage,Central,Dallas,Online,Corporate,80.99,10.75,1,0.086
RI-10813,2024-02-16,Ergo Office Chair,Furniture,Office Seating,Central,Denver,Wholesale,Consumer,999.93,299.18,4,0.056
RI-10814,2024-02-16,Wireless Dock Station,Technology,Accessories,West,Seattle,Retail,Consumer,165.23,34.06,1,0.007
RI-10815,2024-02-16,Business Binder Pack,Office Supplies,Binders,Central,Dallas,Retail,Consumer,51.45,4.18,2,0.125
RI-10816,2024-02-16,Supply Kit Pro,Office Supplies,Paper,East,New York,Wholesale,Consumer,227.56,12.83,4,0.152
RI-10817,2024-02-16,Archive Drawer Basic,Accessories,Storage,South,Houston,Retail,Home Office,202.37,29.08,3,0.066
RI-10818,2024-02-16,Conference Storage Unit,Furniture,Storage,East,New York,Retail,Consumer,1060.83,284.78,3,0.021
RI-10819,2024-02-16,Task Lamp Mini,Accessories,Lighting,East,New York,Online,Home Office,325.93,41.49,5,0.114
RI-10820,2024-02-16,Supply Kit Pro,Office Supplies,Paper,East,Philadelphia,Retail,Corporate,117.69,20.01,2,0.0
RI-10821,2024-02-16,Task Lamp Mini,Accessories,Lighting,West,Seattle,Online,Home Office,136.82,17.57,2,0.112
RI-10822,2024-02-16,Supply Kit Pro,Office Supplies,Paper,East,Boston,Retail,Consumer,114.71,19.5,2,0.0
RI-10823,2024-02-16,Business Binder Pack,Office Supplies,Binders,South,Miami,Wholesale,Corporate,31.72,2.57,1,0.071
RI-10824,2024-02-16,Signature Pen Set,Office Supplies,Writing,East,Philadelphia,Retail,Corporate,212.04,25.41,5,0.073
RI-10825,2024-02-16,Portable Desk Hub,Technology,Computing,East,Boston,Wholesale,Corporate,377.2,63.78,2,0.038
RI-10826,2024-02-16,Supply Kit Pro,Office Supplies,Paper,West,San Francisco,Wholesale,Consumer,103.46,7.03,2,0.131
RI-10827,2024-02-16,Business Binder Pack,Office Supplies,Binders,South,Atlanta,Wholesale,Corporate,27.54,1.52,1,0.118
RI-10828,2024-02-16,Archive Drawer Basic,Accessories,Storage,East,New York,Online,Corporate,344.39,46.08,4,0.084
RI-10829,2024-02-16,Conference Storage Unit,Furniture,Storage,South,Houston,Online,Home Office,313.62,75.05,1,0.074
RI-10830,2024-02-16,Portable Desk Hub,Technology,Computing,West,San Francisco,Retail,Corporate,682.21,123.45,4,0.071
RI-10831,2024-02-16,Task Lamp Mini,Accessories,Lighting,West,San Francisco,Online,Corporate,74.25,6.84,1,0.178
RI-10832,2024-02-16,Conference Storage Unit,Furniture,Storage,Central,Chicago,Online,Consumer,1011.02,218.58,3,0.116
RI-10833,2024-02-16,Supply Kit Pro,Office Supplies,Paper,West,San Francisco,Online,Home Office,173.89,26.6,3,0.031
RI-10834,2024-02-16,Business Binder Pack,Office Supplies,Binders,Central,Dallas,Online,Consumer,32.67,3.09,1,0.101
RI-10835,2024-02-16,Executive Desk,Furniture,Desks,East,Boston,Online,Home Office,785.84,219.48,2,0.074
RI-10836,2024-02-16,Portable Desk Hub,Technology,Computing,South,Houston,Retail,Corporate,741.54,77.9,5,0.209
RI-10837,2024-02-17,Business Binder Pack,Office Supplies,Binders,East,New York,Retail,Consumer,29.58,1.93,1,0.154
RI-10838,2024-02-17,Business Binder Pack,Office Supplies,Binders,Central,Denver,Online,Corporate,55.44,4.38,2,0.129
RI-10839,2024-02-17,Signature Pen Set,Office Supplies,Writing,Central,Denver,Retail,Home Office,48.07,7.69,1,0.0
RI-10840,2024-02-17,Task Lamp Mini,Accessories,Lighting,East,New York,Retail,Home Office,130.89,13.28,2,0.161
RI-10841,2024-02-17,UltraWide Monitor,Technology,Displays,West,Seattle,Retail,Corporate,1105.43,186.87,4,0.129
RI-10842,2024-02-17,Archive Drawer Basic,Accessories,Storage,West,Seattle,Retail,Consumer,521.31,66.88,6,0.094
RI-10843,2024-02-17,Task Lamp Mini,Accessories,Lighting,West,San Francisco,Online,Consumer,137.25,24.57,2,0.02
RI-10844,2024-02-17,Archive Drawer Basic,Accessories,Storage,East,Philadelphia,Retail,Home Office,278.39,41.23,3,0.058
RI-10845,2024-02-17,Ergo Office Chair,Furniture,Office Seating,Central,Denver,Retail,Consumer,260.18,82.22,1,0.08
RI-10846,2024-02-17,Wireless Dock Station,Technology,Accessories,Central,Dallas,Retail,Consumer,132.39,19.06,1,0.12
RI-10847,2024-02-17,Ergo Office Chair,Furniture,Office Seating,West,San Francisco,Wholesale,Consumer,265.98,75.78,1,0.082
RI-10848,2024-02-17,Portable Desk Hub,Technology,Computing,South,Houston,Retail,Consumer,371.42,59.04,2,0.111
RI-10849,2024-02-18,Signature Pen Set,Office Supplies,Writing,South,Atlanta,Wholesale,Corporate,34.45,3.34,1,0.06
RI-10850,2024-02-18,Supply Kit Pro,Office Supplies,Paper,Central,Chicago,Online,Home Office,54.13,9.05,1,0.005
RI-10851,2024-02-18,Executive Desk,Furniture,Desks,East,Boston,Online,Home Office,437.05,123.75,1,0.067
RI-10852,2024-02-18,Executive Desk,Furniture,Desks,South,Miami,Online,Corporate,645.44,177.79,2,0.081
RI-10853,2024-02-18,Archive Drawer Basic,Accessories,Storage,Central,Chicago,Retail,Corporate,147.27,11.28,2,0.188
RI-10854,2024-02-18,Mobile Organizer,Accessories,Travel,South,Houston,Wholesale,Corporate,188.46,22.4,3,0.093
RI-10855,2024-02-18,Portable Desk Hub,Technology,Computing,West,San Francisco,Wholesale,Corporate,187.0,19.69,1,0.154
RI-10856,2024-02-18,Signature Pen Set,Office Supplies,Writing,South,Miami,Online,Consumer,38.7,5.45,1,0.035
RI-10857,2024-02-18,Ergo Office Chair,Furniture,Office Seating,West,Los Angeles,Online,Corporate,296.67,87.38,1,0.119
RI-10858,2024-02-18,Executive Desk,Furniture,Desks,West,San Francisco,Retail,Consumer,854.78,195.49,2,0.166
RI-10859,2024-02-18,Executive Desk,Furniture,Desks,East,New York,Online,Consumer,1544.69,411.89,4,0.097
RI-10860,2024-02-18,UltraWide Monitor,Technology,Displays,West,Los Angeles,Wholesale,Corporate,657.5,86.0,2,0.144
RI-10861,2024-02-18,Business Binder Pack,Office Supplies,Binders,West,Seattle,Retail,Corporate,32.39,1.62,1,0.21
RI-10862,2024-02-18,Signature Pen Set,Office Supplies,Writing,East,Philadelphia,Online,Home Office,41.14,5.77,1,0.036
RI-10863,2024-02-18,Executive Desk,Furniture,Desks,West,San Francisco,Wholesale,Consumer,1195.03,237.45,3,0.166
RI-10864,2024-02-18,Supply Kit Pro,Office Supplies,Paper,East,New York,Online,Corporate,248.42,24.33,5,0.131
